operator,new
COMMERCIAL LAND COMPANY INC,commercial_land
COMMERCIAL LAND COMPANY INC,commercial_land
COMMERCIAL LAND COMPANY INC,commercial_land
COMMERCIAL LAND COMPANY INC,commercial_land
COMMERCIAL LAND COMPANY INC,commercial_land
COMMERCIAL LAND COMPANY INC,commercial_land
JIM WALTER RESOURCES INC,jim_walter_resources
JIM WALTER RESOURCES INC,jim_walter_resources
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
COX COAL CORPORATION,cox_coal
BLACK DIAMOND COAL MINING COMPANY,black_diamond_coal_mining
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
MCKENZIE MINING INC,mckenzie_mining
MIDLOTHIAN MINING COMPANY,midlothian_mining
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
BWS TECHNOLOGY INC,bws_technology
BWS TECHNOLOGY INC,bws_technology
BWS TECHNOLOGY INC,bws_technology
BIG MITCH PREP CO INC,big_mitch_prep
BERRY MOUNTAIN MINING CO INC,berry_mountain_mining
BERRY MOUNTAIN MINING CO INC,berry_mountain_mining
BERRY MOUNTAIN MINING CO INC,berry_mountain_mining
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
WHITE OAK MINING CO INC,white_oak_mining
NATURAL BRIDGE COAL PRODUCTS INC,natural_bridge_coal_products
BURGESS MINING & CONSTRUCTION CORP,burgess_mining_construction
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
BRILLIANT COAL SALES INC,brilliant_coal_sales
BRILLIANT COAL SALES INC,brilliant_coal_sales
MCWANE INC,mcwane
BITUMINOUS CHEMICAL INC,bituminous_chemical
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
JIM WALTER RESOURCES INC,jim_walter_resources
,nan
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
HALEY BROS COAL INC,haley_bros_coal
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
M E GROUP INC,m_e_group
UPTOWN MOTORS INC,uptown_motors
UPTOWN MOTORS INC,uptown_motors
CHEROKEE MINING LLC,cherokee_mining
DRUMMOND COMPANY INC,drummond
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
APOGEE COAL COMPANY INC,apogee_coal
APOGEE COAL COMPANY INC,apogee_coal
P & P MINING & REAL ESTATE INC,p_mining_real_estate
P & P MINING & REAL ESTATE INC,p_mining_real_estate
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
TREADWAY INC,treadway
MIDAS COAL COMPANY INC,midas_coal
TREADWAY INC,treadway
SEMINOLE CONTRACTING COMPANY INC,seminole_contracting
SEMINOLE CONTRACTING COMPANY INC,seminole_contracting
SEMINOLE CONTRACTING COMPANY INC,seminole_contracting
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
ALABAMA HIGHWALL LLC,alabama_highwall
BEST COAL INC,best_coal
BEST COAL INC,best_coal
CEDAR LAKE MINING INC,cedar_lake_mining
CHEROKEE MINING LLC,cherokee_mining
CHEROKEE MINING LLC,cherokee_mining
WALKER LAND & MINERAL CORP,walker_land_mineral
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
CHEROKEE MINING LLC,cherokee_mining
CHEROKEE MINING LLC,cherokee_mining
HALEY BROS & PARTRIDGE COAL INC,haley_bros_partridge_coal
SEMINOLE CONTRACTING CO INC,seminole_contracting
SEMINOLE CONTRACTING CO INC,seminole_contracting
REED MINERALS INC,reed_minerals
TREADWAY INC,treadway
TWIN PINES COAL COMPANY INC,twin_pines_coal
TWIN PINES COAL COMPANY INC,twin_pines_coal
TWIN PINES COAL COMPANY INC,twin_pines_coal
T & B EXCAVATING INC,t_b_excavating
T & B EXCAVATING INC,t_b_excavating
LAGUNA RESOURCES INC,laguna_resources
DRUMMOND COMPANY INC,drummond
BLACK CREEK LAND & MINERAL INC,black_creek_land_mineral
CHEROKEE MINING LLC,cherokee_mining
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
NATIONAL COAL OF ALABAMA INC,national_coal_of_alabama
NATIONAL COAL OF ALABAMA INC,national_coal_of_alabama
NATIONAL COAL OF ALABAMA INC,national_coal_of_alabama
TREADWAY INC,treadway
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
UPTOWN MOTORS INC,uptown_motors
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
ATS INC,ats
ATS INC,ats
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
EBS CONSTRUCTION INC,ebs_construction
ABSTON CONSTRUCTION COMPANY INC,abston_construction
BEAIRD MINING & MINERAL CO INC,beaird_mining_mineral
BEAIRD MINING & MINERAL CO INC,beaird_mining_mineral
BEAIRD MINING & MINERAL CO INC,beaird_mining_mineral
BEAIRD MINING & MINERAL CO INC,beaird_mining_mineral
BLACK WARRIOR MINERALS INC,black_warrior_minerals
BAR COAL INC,bar_coal
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
TUSCALOOSA RESOURCES INC,tuscaloosa_resources
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
UPTOWN MOTORS INC,uptown_motors
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
SOUTHLAND RESOURCES INC,southland_resources
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
BAR COAL INC,bar_coal
"NASON, ANICE H",nason_anice_h
"NASON, ANICE H",nason_anice_h
"NASON, ANICE H",nason_anice_h
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
GUN MINING CO INC,gun_mining
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
UPTOWN MOTORS INC,uptown_motors
R & D MINING INC,r_d_mining
APEX COAL CORPORATION,apex_coal
CONTRACT AUGERING SERVICES INC,contract_augering_services
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
BAR COAL INC,bar_coal
C & H MINING COMPANY INC,c_h_mining
HOMESTEAD MINING CO INC,homestead_mining
CARBON HILL COAL COMPANY OF ALABAMA INC,carbon_hill_coal_of_alabama
BAR COAL INC,bar_coal
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
R & D MINING INC,r_d_mining
R & D MINING INC,r_d_mining
APEX COAL CORPORATION,apex_coal
APEX COAL CORPORATION,apex_coal
BLACK WARRIOR MINERALS INC,black_warrior_minerals
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
P B COAL INC,p_b_coal
P B COAL INC,p_b_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
NOVELL`S CONSTRUCTION CO INC,novells_construction
G & K COAL INC,g_k_coal
G & K COAL INC,g_k_coal
G & K COAL INC,g_k_coal
PINE MOUNTAIN ENERGY INC,pine_mountain_energy
PINE MOUNTAIN ENERGY INC,pine_mountain_energy
PINE MOUNTAIN ENERGY INC,pine_mountain_energy
EGYPT CONTRACTING CO INC,egypt_contracting
EGYPT CONTRACTING CO INC,egypt_contracting
EGYPT CONTRACTING CO INC,egypt_contracting
EGYPT CONTRACTING CO INC,egypt_contracting
HMC BRIDGE COMPANY,hmc_bridge
HMC BRIDGE COMPANY,hmc_bridge
HMC BRIDGE COMPANY,hmc_bridge
M S & R EQUIPMENT CO INC,m_s_r_equipment
THE PITTSBURG & MIDWAY COAL MINING CO,the_pittsburg_midway_coal_mining
UPTOWN MOTORS INC,uptown_motors
MOUNTAINBROOK COAL COMPANY INC,mountainbrook_coal
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
MCCLARTY CONSTRUCTION & EQUIPMENT CO INC,mcclarty_construction_equipment
ATS INC,ats
BLACK WARRIOR MINERALS INC,black_warrior_minerals
BLACK WARRIOR MINERALS INC,black_warrior_minerals
CENTRAL MINING INC,central_mining
CENTRAL MINING INC,central_mining
CENTRAL MINING INC,central_mining
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
BOOKOUT CONSTRUCTION CORPORATION,bookout_construction
ATS INC,ats
DULIN ENERGIES INC,dulin_energies
DULIN ENERGIES INC,dulin_energies
EGYPT CONTRACTING CO INC,egypt_contracting
EGYPT CONTRACTING CO INC,egypt_contracting
EGYPT CONTRACTING CO INC,egypt_contracting
DRUMMOND COMPANY INC,drummond
THE PITTSBURG & MIDWAY COAL MINING CO,the_pittsburg_midway_coal_mining
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
MCWANE INC,mcwane
RJR MINING CO INC,rjr_mining
C & H MINING COMPANY INC,c_h_mining
C & H MINING COMPANY INC,c_h_mining
C & H MINING COMPANY INC,c_h_mining
C & H MINING COMPANY INC,c_h_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
RUSSELL COAL INCORPORATED,russell_coal
RUSSELL COAL INCORPORATED,russell_coal
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
CARBON TECH MINING CORPORATION,carbon_tech_mining
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
MYERS COAL COMPANY INC,myers_coal
MYERS COAL COMPANY INC,myers_coal
MYERS COAL COMPANY INC,myers_coal
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
MOSS-LEVIN JOINT VENTURE,mosslevin_joint_venture
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
NEW CASTLE MINING INC,new_castle_mining
BLACK WARRIOR MINERALS INC,black_warrior_minerals
C & H MINING COMPANY INC,c_h_mining
,nan
KAR-BON MINING COMPANY INC,karbon_mining
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
G & K COAL INC,g_k_coal
G & K COAL INC,g_k_coal
APEX COAL CORPORATION,apex_coal
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
MEC INC,mec
MEC INC,mec
MEC INC,mec
MEC INC,mec
MEC INC,mec
HMC BRIDGE COMPANY,hmc_bridge
ABSTON CONSTRUCTION COMPANY INC,abston_construction
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
BIRMINGHAM COAL & COKE COMPANY INC,birmingham_coal_coke
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
TAFT COAL SALES & ASSOCIATES INC,taft_coal_sales_associates
R & D MINING INC,r_d_mining
REED MINERALS INC,reed_minerals
DOVE COAL CORPORATION,dove_coal
DOVE COAL CORPORATION,dove_coal
LOST CREEK COAL CO INC,lost_creek_coal
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
NATIONAL COAL OF ALABAMA INC,national_coal_of_alabama
APEX COAL CORPORATION,apex_coal
APEX COAL CORPORATION,apex_coal
BIG SANDY ENTERPRISES INC,big_sandy_enterprises
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
MARABLE FUEL SALES INC,marable_fuel_sales
HALEY BROS & PARTRIDGE COAL INC,haley_bros_partridge_coal
HALEY BROS & PARTRIDGE COAL INC,haley_bros_partridge_coal
REED MINERALS INC,reed_minerals
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
KAR-BON MINING COMPANY INC,karbon_mining
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
NUGGET COAL COMPANY INC,nugget_coal
NUGGET COAL COMPANY INC,nugget_coal
ELK PARK INC,elk_park
ELK PARK INC,elk_park
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
BAR COAL INC,bar_coal
WEST ENERGY INC,west_energy
DRUMMOND COMPANY INC,drummond
WHITE OAK MINING CO INC,white_oak_mining
PICKENS COAL INC,pickens_coal
PICKENS COAL INC,pickens_coal
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
BURLESON AND MULLINS COAL CO INC,burleson_and_mullins_coal
NUGGET COAL COMPANY INC,nugget_coal
NUGGET COAL COMPANY INC,nugget_coal
NUGGET COAL COMPANY INC,nugget_coal
GUN MINING CO INC,gun_mining
CEDAR CREEK MINING COMPANY INC,cedar_creek_mining
CEDAR CREEK MINING COMPANY INC,cedar_creek_mining
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
ALABAMA LAND AND MINERAL CORP,alabama_land_and_mineral
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
ABSTON CONSTRUCTION COMPANY INC,abston_construction
ABSTON CONSTRUCTION COMPANY INC,abston_construction
ABSTON CONSTRUCTION COMPANY INC,abston_construction
ATS INC,ats
ATS INC,ats
DRUMMOND COMPANY INC,drummond
SURE COAL INC,sure_coal
BLACK WARRIOR MINERALS INC,black_warrior_minerals
NEW ACTON COAL MINING COMPANY INC,new_acton_coal_mining
A J TAFT COAL CO INCORPORATED,a_j_taft_coal
A J TAFT COAL CO INCORPORATED,a_j_taft_coal
A J TAFT COAL CO INCORPORATED,a_j_taft_coal
RIVER KING ENERGY COMPANY OF ALABAMA INC,river_king_energy_of_alabama
RIVER KING ENERGY COMPANY OF ALABAMA INC,river_king_energy_of_alabama
RIVER KING ENERGY COMPANY OF ALABAMA INC,river_king_energy_of_alabama
DRUMMOND COMPANY INC,drummond
DRUMMOND COMPANY INC,drummond
BLACK WARRIOR MINERALS INC,black_warrior_minerals
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
OSBORN COAL ENTERPRISES INC,osborn_coal_enterprises
MCCLARTY CONSTRUCTION & EQUIPMENT CO INC,mcclarty_construction_equipment
MCCLARTY CONSTRUCTION & EQUIPMENT CO INC,mcclarty_construction_equipment
MCCLARTY CONSTRUCTION & EQUIPMENT CO INC,mcclarty_construction_equipment
C & H MINING COMPANY INC,c_h_mining
